comment,gender,race,migrants,religion,sexual_orientation,acceptable
"Iščemo nekoga, ki zna streljat INU pisat! Slednje bolje kot prvo. revijaJoker WolfensteinIITheNewColossus",0.0,0.0,0.0,0.0,0.0,1.0
"Ne!UTD bo sam promoviral,da si bo s tem socialnim blažilnikom podaljšal obstoj pred pravo demokatastroofo!!",0.0,0.0,0.0,0.0,0.0,1.0
Odbojkarice Nova KBM Branik se poslavljajo od pokala 🏐,0.0,0.0,0.0,0.0,0.0,1.0
"Je rekel zadrogirani svizec, ki bi za 10 eur priznal, da je videl izstopati marsovce iz vesoljske ladje na tromostovju:)",0.0,0.0,0.0,0.0,0.0,1.0
"Dobro si včasih naredit simulacijo komunizma, kot tale",0.0,0.0,0.0,0.0,0.0,1.0
Danes sem bil priča urjenju paravojske! Četrtošolci so se v bližnjem gozdičku preganjali in streljali z bukovimi vejami!,0.0,0.0,0.0,0.0,0.0,1.0
"Hvala bogu da imamo da nam iz Londona to odkriva, ker kot vidimo FB skupina policjev tega še ni ugotovila! :D lol",0.0,0.0,0.0,0.0,0.0,1.0
"Pogovorni večer DZ SDS...o Stavki, ki je iztirila rdeči režim...velika zahvala Slavku Kmetiču ter Gašperju Blažiču.",0.0,0.0,0.0,0.0,0.0,1.0
"Pa naj po mejlu sporočijo kar sporočijo. Ne ljudi gnjaviti, čeprav so novinarji.",0.0,0.0,0.0,0.0,0.0,1.0
"Ja,...tudi takšne imamo, ki se iz posilstev norčujejo!",0.0,0.0,0.0,0.0,0.0,1.0
Na MP Rigonce prispela nova avtobusa za begunce. Policisti skrbijo predvsem za otroke,0.0,0.0,0.0,0.0,0.0,1.0
A še niste vi malo zmotil? Rdeči bi morali svojce izvensodno pobitih prositi odpuščanja.,0.0,0.0,0.0,0.0,0.0,1.0
Suki!!!! RozaSlon Čeprav jim tam nikoli tako dobro ne rata kot na,0.0,0.0,0.0,0.0,0.0,1.0
"Pa v gužvi pot tja ali nazaj traja lih ene tolk, kot če bi se peljal do Iraka ali nazaj.",0.0,0.0,0.0,0.0,0.0,1.0
"Najsodobnejši laser s tremi valovnimi dolžinami odstrani različne žilne spremembe, brazgotine, rane, strije in akne",0.0,0.0,0.0,0.0,0.0,1.0
"ej ne vem ubistvu, neki sm bil se bolan vmes pa decembra sm si res na izi uzeu, tko da je bil nek winter break i guess 😅",0.0,0.0,0.0,0.0,0.0,1.0
SOS za okolje: Kostak nad smrad v Spodnjem Starem Gradu z dodatnimi ukrepi via,0.0,0.0,0.0,0.0,0.0,1.0
Morda jo je inspiriralo trpljenje beguncev in neprizadetost kremenitih kristjanov.,0.0,0.0,0.0,0.0,0.0,1.0
"Tega so nagnali, kamor sodi, naši pa objokujejo svojega perverzneža.",0.0,0.0,0.0,0.0,0.0,1.0
"Ne seri! Po čem sklepamo, da so oboroženi ? A z mačetami, bombami, AK ... , haubice, topovi ?",0.0,0.0,0.0,0.0,0.0,1.0
"pa komaj bomo normalizirali funkcijo predsednika in Evo ti klovna iz klobuka, pa kakšen padec stila!",0.0,0.0,0.0,0.0,0.0,1.0
"Ko gre za rasistično propagando, zadostuje različnost oblačil in barve las v starostni skupini 20-25.",0.0,0.0,0.0,0.0,0.0,1.0
AKCIJA STAR PAPIR! *** ZASAVJE POZOR**** Še vedno poteka akcija zbiranja starega papirja. Naredite podobno...,0.0,0.0,0.0,0.0,0.0,1.0
"Komentiram to, da sem v službi prehlajena, ne bolana. Za nasvet pa hvala :)",0.0,0.0,0.0,0.0,0.0,1.0
UGRIZNIMO ZNANOST: Globoka možganska stimulacija via,0.0,0.0,0.0,0.0,0.0,1.0
Bela krajina je rdeča ko prerezana lubenica,0.0,0.0,0.0,0.0,0.0,1.0
"Dodaj se disclaimer: zacnite s tem, da se (vsaj) po vsaki menstruaciji ornk preslatate.",0.0,0.0,0.0,0.0,0.0,1.0
Occupy Lj: policijski kombi s kamero spremlja protestniski pohod proti borzi.,0.0,0.0,0.0,0.0,0.0,1.0
Dvorana Tabor MB: Ob 140. obletnici rojstva generala Maistra tradicionalni koncert Orkestra SV z nastopom Garde SV.,0.0,0.0,0.0,0.0,0.0,1.0
en ded oblecen v spodnjo majico se je med voznjo gledal v ogledalo na sencniku in se BRIL!!!Srajco je imel obeseno zadaj na oknu.,0.0,0.0,0.0,0.0,0.0,1.0
"Jaz sem tudi. Presenečen. Da si ti presenečen, če zdravniki še spoštujejo Hipokrata.",0.0,0.0,0.0,0.0,0.0,1.0
"mimogrede, jonas je izjemno inteligenten možakar, jst se ne bi šel primerjati z njim, tko, čist resno",0.0,0.0,0.0,0.0,0.0,1.0
"Ne bos verjel Janez, ampak tudi za te migrantske bandite upam, da jih je dosegla pravica.",0.0,0.0,1.0,0.0,0.0,0.0
"Kako bomo državi plačevali cestno takso, registracije in davke na zapuščena vozila",0.0,0.0,0.0,0.0,0.0,1.0
"Tile planinci se šprajo za ""ta ornk vzpon"", fitniserji pa za tekaško stezo?",0.0,0.0,0.0,0.0,0.0,1.0
"Z muko sem sinu pokrpala precej uničeno najljubšo trenirko. Ampak se je splačalo. “Mami, carica si. Ljubim te!” ❤️❤️❤️",0.0,0.0,0.0,0.0,0.0,1.0
"Toliko energije je na odru, ob nastopih Perpetuum Jazzile, da bi lahko z njo napajali eno mestno četrt. Ful so luštni!👍👏🍀",0.0,0.0,0.0,0.0,0.0,1.0
na vsaki bencinski se da par m naprej zapelat in se vse postori v miru pa se tist za vami bo imel lep dan,0.0,0.0,0.0,0.0,0.0,1.0
"Ali pa v Divje babe, kjer so našli neandertalčevo piščal.",0.0,0.0,0.0,0.0,0.0,1.0
"Namesto da bi poskrbeli za kulturo, za mlade, za nove ideje, raje odprejo nov diskont. NovaGorica Dipo Remiza",0.0,0.0,0.0,0.0,0.0,1.0
"Uničujejo nas , katerim je Slovenija ena in edina opcija",0.0,0.0,0.0,0.0,0.0,1.0
"hlebec za dobrojutro domackruh homemadebread sourdough glutenislife @ Ljubljana, Slovenia",0.0,0.0,0.0,0.0,0.0,1.0
"Ajde, da bi grob kopal samo sebi. Ga pa še kljubu in hkrati pljuva navijačem v obraz.",0.0,0.0,0.0,0.0,0.0,1.0
"prejšnje generacije so tkole pred šolo parkirale konje, angelca pa še mau prej dinozavra",0.0,0.0,0.0,0.0,0.0,1.0
"njokom podobni cmoki. rikota, špinača, muškatni oreh, parmezan.",0.0,0.0,0.0,0.0,0.0,1.0
"Razkrinkali združbo Afganistancev, ki je čez mejo tihotapila migrante via Člani",0.0,0.0,0.0,0.0,0.0,1.0
"Js po emeriki skačem, in ne bom pravčas nazaj",0.0,0.0,0.0,0.0,0.0,1.0
Pa še kakšen kebab zraven.,0.0,0.0,0.0,0.0,0.0,1.0
Ofsajda pa ni bilo pri prve golu RM...potek tekme bi popolnoma spremenil.,0.0,0.0,0.0,0.0,0.0,1.0
Slovenska univerza kotira visoko ... pravijo na njej zaposleni! V naslednjem mandati je cilj priti na 500 mesto! svizec,0.0,0.0,0.0,0.0,0.0,1.0
"A se je v tvoji glavi tudi zavrtel filmček filmske aretacije drugošolčka na ulici, ker ni nosil rumene rutke? :D",0.0,0.0,0.0,0.0,0.0,1.0
"Exactly. Ce bi druzino predstavili na Tedniku, bi imela pa mama 30 kg prevec, cigarete na mizi in flat TV v ozadju.",0.0,0.0,0.0,0.0,0.0,1.0
Zakaj bi samo špagete s tuno ali pa preverjen krompirček v pečici z lososom? Ne.,0.0,0.0,0.0,0.0,0.0,1.0
"Zgodovinski trenutek, 12 km iz centra Ljubljane nam polagajo optična vlakna. Kaj bo v sliki še ne vemo 😆",0.0,0.0,0.0,0.0,0.0,1.0
"France Popit me je začel sledit. Samo to mi ne rečt, da so ga odkopali, ker ji, je zmanjkalo novih obrazov.",0.0,0.0,0.0,0.0,0.0,1.0
"cc Saj je vsakemu s 5 pikami v glavi jasno, da je tak sistem z večinsko ""obnovljimi"" viri nevdržen.",0.0,0.0,0.0,0.0,0.0,1.0
ZAČETEK TEKME: vs PRVA PETORKA: Bratož - Čebular - M. Sebič - Drobnjak - Bolčina. Šentjur Novomesto,0.0,0.0,0.0,0.0,0.0,1.0
Glavn da se tastar Jaklic zraven pase.,0.0,0.0,0.0,0.0,0.0,1.0
"FANTJE IN PUNCE, PAMET V ROKE. NE SE PUSTITI SPROVICIRATI TIK PRED CILJEM.",0.0,0.0,0.0,0.0,0.0,1.0
"Pahor: ljudje izgubljajo zaupanje tudi, če kandidat ne dobi zaupnice v parlamentu soočenje radioPrvi",0.0,0.0,0.0,0.0,0.0,1.0
"Polna luna je spustila, tlak pada in prihaja jugo.",0.0,0.0,0.0,0.0,0.0,1.0
"Ali pa vsaj tistih risbic iz sodne dvorane, kot jih kažejo v ameriških filmih.",0.0,0.0,0.0,0.0,0.0,1.0
"vem, včeraj sem imel sam približno enak privilegij. bruhaš! še dobro, da sem naslov napisal brez šumnikov.",0.0,0.0,0.0,0.0,0.0,1.0
"Našo fuzbal reprezentanco lahko primerjamo z vlado , Oblak in Kampl sta pa SDS in NSi.",0.0,0.0,0.0,0.0,0.0,1.0
"Filmi,dokumentarci,projecirajo realen svet.Odvisno od režiserja scenarija,avtorja in avtent.dogodkov!",0.0,0.0,0.0,0.0,0.0,1.0
"Namesto, da bi jo nagnali, se pa slikajo z njo. Zato je v slo tako kot je!!!",0.0,0.0,0.0,0.0,0.0,1.0
Klavir 🎹 in kavica☕ skuhana z ljubeznijo ❤ ...a človek še sploh rabi kaj več? :) Modrijani_SLO,0.0,0.0,0.0,0.0,0.0,1.0
Kompostiranje trupel za gnojilo? V Washingtonu bo to odslej dovoljeno,0.0,0.0,0.0,0.0,0.0,1.0
"In tisti, ki pobijajo podgane, piščance, krave, svinje,...",0.0,0.0,0.0,0.0,0.0,1.0
Čefurizirani vaški posebneži obvladujejo teater (absurda).,0.0,1.0,0.0,0.0,0.0,0.0
Pingvini spet pokazali pravi obraz | Žurnal24,0.0,0.0,0.0,0.0,0.0,1.0
Še 5 dni do množične slovenske okupacije šoping centrov. Histerija se bliža. 😉,0.0,0.0,0.0,0.0,0.0,1.0
"Naslov novice na Nova24TV: ""Nekateri otroci so pač hudi!""",0.0,0.0,0.0,0.0,0.0,1.0
"Kup si motorko, cvikcange in bele štumfe. Pa copate. Ne moreš falit.",0.0,0.0,0.0,0.0,0.0,1.0
"Ko sem na hrvaškem kupoval sirov burek, so mi rekli, da prodajajo samo pečenega.",0.0,0.0,0.0,0.0,0.0,1.0
"VSE ŽIVALI SO ENAKOPRAVNE, TODA NEKATERE ŽIVALI SO ENAKOPRAVNEJŠE OD DRUGIH. živalskafarma premiera",0.0,0.0,0.0,0.0,0.0,1.0
"Tele sem dobil za darilo in mislim da so iz haundema, drugace pa stunfe narjare kupim v bjorn borgu, i gate",0.0,0.0,0.0,0.0,0.0,1.0
Ali pa ... ali pa ... wait ... ali pa ... Če ne bi prevajali? *rdeče nogavičke. press.*,0.0,0.0,0.0,0.0,0.0,1.0
"Pri vseh guglih, amazonih, applih, microsoftih, oraclih in uberjih majo ti liki še zmeri ""voting machine problems"".",0.0,0.0,0.0,0.0,0.0,1.0
"Prokleta kura™ je izraz, ki na Štajerskem pove vse o feminizaciji. Dve besedi 🧐",1.0,0.0,0.0,0.0,0.0,0.0
"Ta ženska tako laže, da še sama sebi ne verjame !",0.0,0.0,0.0,0.0,0.0,1.0
"Izbrala sem burko, dodala si bom še sončna očala in tekaške superge in urno stran od žurke.",0.0,0.0,0.0,0.0,0.0,1.0
"'Kdor ne dela, naj ne je!' O izgorelosti v z zdravnico psihoterapevtko mustsee",0.0,0.0,0.0,0.0,0.0,1.0
"Vsekakor pa poznavalci opozarjajo,da ta pasma rabi ogromne površine in veliko gibanja.To je ovčarski pes.",0.0,0.0,0.0,0.0,0.0,1.0
"Franček ,imaš še vedno preganjavico?Jemlji predpisane tablete.",0.0,0.0,0.0,0.0,0.0,1.0
Čudovite in razposajene garra rufa oz. doktor riba grickajo našega akvarista. Občutek 'ribje manikure'...,0.0,0.0,0.0,0.0,0.0,1.0
"Pejte vol't! Oddajte vaš glas, da ne bodo drugi odločali o naši skupni prihodnosti. EUvolitve19 Europe",0.0,0.0,0.0,0.0,0.0,1.0
"Nogomet je vedno super, če ni zraven bebave Penaldke, ki ga bo celo Madrid poteral s culo na rami. 😂 😂 😂",0.0,0.0,0.0,0.0,0.0,1.0
"zadnjič sem bicikliral mimo golf igrišča, pa so imeli KKK naciji sovražni shod (beli, zdravi, situirani starejši moški, ki želijo nekaj več)",0.0,0.0,0.0,0.0,0.0,1.0
Zadnje minute. Tko. Mi smo svoje nardil 😊 bobleta piranaproductions,0.0,0.0,0.0,0.0,0.0,1.0
Pregled dogajanja: Ukradena denarnica iz jakne v čakalnici; zaradi izsiljevanja so priprli dve osebi,0.0,0.0,0.0,0.0,0.0,1.0
"Špilak med najbolj vročimi kolesarji pomladi: Kategorija: Drugi športi Fri, 03 May 2013 12:00:00 +0200...",0.0,0.0,0.0,0.0,0.0,1.0
Prvi črvi imajo filing-izdelujejo bivališča za škrate! Bomo doma probali zgraditi še model avtobusne postaje. Haha.,0.0,0.0,0.0,0.0,0.0,1.0
Hvala. Ja slastni. Ampak abeceda me pa muči. Spet sem čudno napisala.,0.0,0.0,0.0,0.0,0.0,1.0
"Lopovi vedno na ves glas razglašajo svojo poštenost, saj jih ponavadi vsi poznajo kakšne barabe so.",0.0,0.0,0.0,0.0,0.0,1.0
"za te primere je potem koristno uporabljati števec porabe na telefonu, mnogi imajo vgrajene tudi alarme in blokade.",0.0,0.0,0.0,0.0,0.0,1.0
"...turbanarjev, rutarjev in drugih razstreljevalcev seveda NE kontrolirajo- so še naprej ""willkommen"" !!!",0.0,0.0,1.0,0.0,0.0,0.0
Ravne na Koroškem: slovesnost ob dnevu ge. R. Maistra in 72.br. Slav. govornica min.,0.0,0.0,0.0,0.0,0.0,1.0
"Ljudje ne ""spregledajo"", ker so neumni ali imajo od tega materialne koristi. ""Not rocket science""",0.0,0.0,0.0,0.0,0.0,1.0
"A ti si tudi šiptar, ker si ostal dalje kot 5 minut.",0.0,1.0,0.0,0.0,0.0,0.0
Malo cudno a trenutno je golang + qt videti najboljsa opcija za simpl multiplatform desktop app. Deployment+libs je na koncu edino pomembno.,0.0,0.0,0.0,0.0,0.0,1.0
Mi smo tudi doma. Mali bolan ze od cetrtka. Se kar nekako drzimo in ostali se nismo zboleli.,0.0,0.0,0.0,0.0,0.0,1.0
pa glih zdej folk zapušča Venezuelo..k je Maduro reku da je Venezuela močnejša kot kdajkoli prej..,0.0,0.0,0.0,0.0,0.0,1.0
"Upam, da ju letos vidim ... uživaj ... ""Globok vzdih""",0.0,0.0,0.0,0.0,0.0,1.0
Nedelje v naši družbi so kulinarično obarvane. Dobrodošli pri nas obzeleznici lukamastercake lukapatissierie Luka's patisserie,0.0,0.0,0.0,0.0,0.0,1.0
"Da pa seveda ne bodo le slike, naj delim še eno drobceno skrivnost iz bolj privatnega življenja: z dopusta se bom vrnil brez punce.",0.0,0.0,0.0,0.0,0.0,1.0
"zmatrana sem, bolijo me mišice za katere sploh vedela nisem, da obstajajo. Kava ne pomaga. Umrla bom",0.0,0.0,0.0,0.0,0.0,1.0
"Na površini kože se lahko pojavijo štrleči izrastki, pecljate oblike. Je njihov pojav znak za alarm?",0.0,0.0,0.0,0.0,0.0,1.0
Veste morda za vprašanja resnejša od teh? To so smrtno resna vprašanja! Dobesedno!!,0.0,0.0,0.0,0.0,0.0,1.0
"V Dekanih dez in burja, ma igrisce zgleda solidno in se bo igralo po planu pokalslovenije fuzbal PLTS",0.0,0.0,0.0,0.0,0.0,1.0
"kaj je to ""orbanizacija""? sovražni, izključevalni fašisti imate vedno nek novorek, ki ga ne razumem.",0.0,0.0,0.0,0.0,0.0,1.0
"Socializem se je pač grdo izpridil v 2000 letih, sploh južno od Alp",0.0,0.0,0.0,0.0,0.0,1.0
"par demotov, sem pa prepričan, da če bi gor naložil Fifo 12, da bi PS Vita postala prodajni hit :B",0.0,0.0,0.0,0.0,0.0,1.0
"Pocivavsek: Zaostanek pri napredovanju pri uciteljskih delovnih mestih obstaja, ampak dvig plafona ni ustrezna resitev za to.",0.0,0.0,0.0,0.0,0.0,1.0
"Na Goli otok so titoisti vozili staliniste, predvsem srbske in črnogorske.",0.0,0.0,0.0,0.0,0.0,1.0
Sum poskusa detomora: v Centru varne vožnje na Vranskem našli novorojenčka,0.0,0.0,0.0,0.0,0.0,1.0
"Śarec še doslednejši od Makrona, le Slovenci potrpežljivejši od Francozov.",0.0,0.0,0.0,0.0,0.0,1.0
V Ljubljani so potekala tri državna univerzitetna prvenstva boks odbojka futsal,0.0,0.0,0.0,0.0,0.0,1.0
sej to je fora... nas se znebit.. za te migrante bo pa bicikel napredek..,0.0,0.0,1.0,0.0,0.0,0.0
Kdo ga pa še bere? Reporter gre po sledeh Mladine,0.0,0.0,0.0,0.0,0.0,1.0
Fant mi je za valentivo podaril nekaj super uporabnega. Lekadole! Ta svoh droge ampak neki pa je! tapravaalbezn,0.0,0.0,0.0,0.0,0.0,1.0
DANES!!! Prvi okvltni ritual: Surova sila brutalnega thrasha in agresivnega harcorea.,0.0,0.0,0.0,0.0,0.0,1.0
Nizozemci na plaži sredi žgočega popoldneva. poletnascena,0.0,0.0,0.0,0.0,0.0,1.0
"HAIKU, II: utišana gaz le snežinke šumijo z belim molčanjem Avtor: Lidija Brezavšček - kočijaž",0.0,0.0,0.0,0.0,0.0,1.0
"vceri pgoledal, ker sem videl, da je tudi blokiran:) pa sam eno brezvezno vprasanje sem mu zastavil:)",0.0,0.0,0.0,0.0,0.0,1.0
Amaterji. Eni smo že včeraj smučali. Ti pa šele danes.,0.0,0.0,0.0,0.0,0.0,1.0
"Grozno. Vozniki avtomobilov so čedalje manj pazljivi, glasna glasba ali pogovor po telefonu pripelje do takšnih nepotrebnih nesreč.",0.0,0.0,0.0,0.0,0.0,1.0
Mladi si lahko službo ustvarijo sami. (Izkušnje pa si lahko pridobijo tudi na stroške drugih.) Samo Rugelj prepišnouredništvo,0.0,0.0,0.0,0.0,0.0,1.0
"Satelitski profili, da lahko beremo sporočila stranke, tudi če nas ta blokira. Well played.",0.0,0.0,0.0,0.0,0.0,1.0
"Jeza, ki jo potlačimo vase, poškoduje notranje organe",0.0,0.0,0.0,0.0,0.0,1.0
Levaki zmešani to srednjeveško kulturo uvažate v Evropo !,0.0,0.0,1.0,0.0,0.0,0.0
Ko kolegi nagradijo LjubicaSunaČehovin Ko se voznika LPP prelevita v humanitarca M.Alić o Pahor in Bavčar,0.0,0.0,0.0,0.0,0.0,1.0
"sicer pa maš na sskj še eno razlago, kaj terorizem je",0.0,0.0,0.0,0.0,0.0,1.0
"Kolk je NBA eksihibicijska liga se kaže po tem, da naš Luka lagano daje po 30 pik.",0.0,0.0,0.0,0.0,0.0,1.0
"Prostovoljno si bom prek spleta kupila čevlje, mojo mater bo pa pobralo od veselja.",0.0,0.0,0.0,0.0,0.0,1.0
Jaaaaa zamorjen!! Pa vse druzabnosti mu grejo na organ!!! Ful dobr 😍😍,0.0,0.0,0.0,0.0,0.0,1.0
Se strinjam. Pa še par takšnih butastih knjig morajo brati.,0.0,0.0,0.0,0.0,0.0,1.0
"K ti milenika rece ce ji lah vrata na vlak odpres, k ona ne zna. Hmmm jap kljuka pa to.",0.0,0.0,0.0,0.0,0.0,1.0
"A ne da 😂, ""fitback"" mora bit. V dolini partizanov in domobrancev je to najbrž normalno 🤐",0.0,0.0,0.0,0.0,0.0,1.0
"Gre kdo te dni v UK? Iščem za delivery v Ezlovenijo, velikost cigaretne šktalice.",0.0,0.0,0.0,0.0,0.0,1.0
Oltar več kot 100 m pod zemljo.,0.0,0.0,0.0,0.0,0.0,1.0
Reklamarji operejo najvec denarja. Pa jim bo lazje ce ne bo rasprseno in bojo lahko pobirali vec iz centraliziranih medijev.,0.0,0.0,0.0,0.0,0.0,1.0
"Kostanj znižuje nivo škodljivega holesterola v krvi in, ohranja lepo kožo, lase in nohte, očvrsti kosti in zobe...",0.0,0.0,0.0,0.0,0.0,1.0
prodam stavbno zemljisce parcela z odprtim pogled na ptuj in dravskopolje @ Nepremičnine Ptuj,0.0,0.0,0.0,0.0,0.0,1.0
"Boskarol se vozi z letalom in dobiva državne in EU sponzorstva, se mu vidi da bere, sice rmu bolj gladko teče jezik.",0.0,0.0,0.0,0.0,0.0,1.0
"Ko človek nujno potrebuje pomoč, operater pa klic na 112 zablokira",0.0,0.0,0.0,0.0,0.0,1.0
"Migranti: Stvari se v zadnjih dneh stopnjujejo, kaj se dogaja? via",0.0,0.0,0.0,0.0,0.0,1.0
"Premišljeni tviti, popolne slike, vse za srčke, vse za retvite. To je postala resna bolezen, dušo prodajamo za virtualno ljubezen.",0.0,0.0,0.0,0.0,0.0,1.0
Vsaj nekdo je še vljuden v tem svetu primitivizma in slabih manir.,0.0,0.0,0.0,0.0,0.0,1.0
"Mislim, da sem oseba z najvec shranjenimi workout videi na telefonu. Oseba, ki ne telovadi!",0.0,0.0,0.0,0.0,0.0,1.0
"lahko pogledaš še gearbest, če imajo v EU skladišču.",0.0,0.0,0.0,0.0,0.0,1.0
"sam floskule so jih. ""Južno od kolpe"", oz. ""po balkansko"" (kt prav Tomićka) bi jim rekl:Puno zuje,malo meda daju",0.0,0.0,0.0,0.0,0.0,1.0
Bodo sedaj ostali dvakrat prwmislili preden Bodo še kdaj napadli Cro policaja,0.0,0.0,0.0,0.0,0.0,1.0
Se tudi ti iz dneva v dan bojuješ s celulitom in ne veš kako bi se ga znebila? V Medeya regeneracijski center...,0.0,0.0,0.0,0.0,0.0,1.0
"Ti mogoče res ne, tvoje sorodnice bi pa moralo biti kar pošteno strah. Sploh, če jih nameravaš ti branit.",0.0,0.0,0.0,0.0,0.0,1.0
"Ciljni krvni tlak 80 mmHg, če je politravmatizan, če ima zraven še poškodobo glave MAP 80 mmHg. solaurgence",0.0,0.0,0.0,0.0,0.0,1.0
"verjamem da bi, črni krvoloki pač a na srečo navadni pocarji",0.0,0.0,0.0,0.0,0.0,1.0
"Matirnega pudra tud ne poznajo. In rdece kriceca sminka je tud fail, vsaj zame.",0.0,0.0,0.0,0.0,0.0,1.0
Martinovo bo letos v znamenju mesnih izdelkov v konfitu. Ne bo manjkala niti klasika - račja prsa ali dimljena...,0.0,0.0,0.0,0.0,0.0,1.0
Strop (kupola) prostora hammama z vgrajenimi lučmi (kristali s fibrooptičnimi vlakni).,0.0,0.0,0.0,0.0,0.0,1.0
Res je! Zakaj bi siromašnim posrednikom metali drobtine z mize!,0.0,0.0,0.0,0.0,0.0,1.0
Bedene in Zidanškova imeni tedna preteki teden. Končuje se domača teniška sezona.,0.0,0.0,0.0,0.0,0.0,1.0
V oddaji Posebna ponudba pregled ponudbe zavarovanj za tujino.,0.0,0.0,0.0,0.0,0.0,1.0
Kanalizacija kar čez pitno vodo !?????? ZOKI DELA!????,0.0,0.0,0.0,0.0,0.0,1.0
"Mercedes v Slovenijo pripeljal avto, ki ve, koga boste klicali",0.0,0.0,0.0,0.0,0.0,1.0
"1 Nikkor 18,5 mm/1:1,8 črn, Nikon, Foto oprema | Objektivi MEGABITE - računalniki in računalniška oprema.",0.0,0.0,0.0,0.0,0.0,1.0
FOTO: V SB Nm prva implantacija umetnega sklepa v nožnem palcu -,0.0,0.0,0.0,0.0,0.0,1.0
"Kava spita, V knjiznici miza zasedena, Zdaj pa samo se mozgane aktivirat pa smo zmagal",0.0,0.0,0.0,0.0,0.0,1.0
"Le kaj si misli g. Leban, ko gleda tako količino nesnage sredi naj mesta🤣",0.0,0.0,0.0,0.0,0.0,1.0
"No končno v pravi smer. Ne loviti par kilometrov prehitrih, pa varnostni pas.... Alkohol za volanom je ključno zlo v prometu!!!!!",0.0,0.0,0.0,0.0,0.0,1.0
"Neumna Trditev. VIKTOR, AMALIJA, MELANIJA &amp; BARON(1/2 Slo).",0.0,0.0,0.0,0.0,0.0,1.0
Ta vikend lahko v rezervirani prodaji najdete Raka za 9 bonov!,0.0,0.0,0.0,0.0,0.0,1.0
"Pa če odstraniš vse hatefullce, ima večjo možnost, da bo nastal Lama in ne Hitler.",0.0,0.0,0.0,0.0,0.0,1.0
"Birsa v Cagliari namesto nazaj v Gorico. Malo sem razočaran, tako kot",0.0,0.0,0.0,0.0,0.0,1.0
Spet ponaredek. Metode iz polpretekle zgodovine. Do gdaj še?,0.0,0.0,0.0,0.0,0.0,1.0
"Kri, znoj in solze: Vozijo taksi, prejemajo socialno pomoč, garajo v strahu za prihodnost",0.0,0.0,0.0,0.0,0.0,1.0
Za tole ti lahko da delodajalec pihati in te na mestu pošlje dam.. Seveda odpuščenega.,0.0,0.0,0.0,0.0,0.0,1.0
V vladi ki jo vodi smc ne pa oni.,0.0,0.0,0.0,0.0,0.0,1.0
"100 odstotna udeležba na volitve2018, SDS, SD in DESUS pa v jok novzacetek",0.0,0.0,0.0,0.0,0.0,1.0
Tamala sije naredila stojalo za konfiskiran pameten telefon. Lego+piškoti=top žurka.,0.0,0.0,0.0,0.0,0.0,1.0
"Pa halo pizza pokličeš ali pa Kitajca, konec.",0.0,1.0,0.0,0.0,0.0,0.0
"Ta ima po mojem, služben avto in zakaj zaboga bi potem uničeval svoje čevlje??!! Gorenjc pač!",0.0,0.0,0.0,0.0,0.0,1.0
Janšofobija kot obsedenost botrov tranzicijske levice in njihovih lakajev via,0.0,0.0,0.0,0.0,0.0,1.0
"Kako dolgo še? Nova NLB, Nova KBM in Nova Udba 666! Je to res tako težko razumeti , da nov čas pač prinaša nove stvari.",0.0,0.0,0.0,0.0,0.0,1.0
Ne moreš verjet da mu sploh pade na pamet kaj takega dat v mail/papir. Neverjetno.,0.0,0.0,0.0,0.0,0.0,1.0
"Takalitak od tote mačke nega nikšega haska, naj se neke delat spravi ;)",0.0,0.0,0.0,0.0,0.0,1.0
"Aja... ni fer, da na prvi poziv dregneš v ahilovo peto vsakega Štajerca.",0.0,0.0,0.0,0.0,0.0,1.0
F1 f1si Video: Nesreče obiskovalcev dirkališča Nordschleife v letu 2019 -,0.0,0.0,0.0,0.0,0.0,1.0
"Telenovela Wesley Sneijder končana, uradno v Galatasaray fuzbal nogomet ligaprvakov -",0.0,0.0,0.0,0.0,0.0,1.0
"Dvojčka ... Kapitalizem ... Korenine naše kulture, je rekel. 🙄lepovasprosim",0.0,0.0,0.0,0.0,0.0,1.0
"Ja sej s kavca sm tud jst najboljsa kirurginja, zdravstvena tehnica, fuzbal selektorica pa se kej. 🤣🤣",0.0,0.0,0.0,0.0,0.0,1.0
"Kriminalci niso ne levi, ne desni in politične stranke bi se morale strogo ogibati vsakršnih povezav z globoko državo in podzemljem.",0.0,0.0,0.0,0.0,0.0,1.0
"Janševo revijo prijavili policiji, ker spodbuja sovraštvo in nasilje",0.0,0.0,0.0,0.0,0.0,1.0
"Ijeeeeeee ... navijam, da ti malo sobico razturijo in otroka pojstlo poskačeta 👏👏😉😊",0.0,0.0,0.0,0.0,0.0,1.0
"26 jih na toplem, 6 se jih vojskujejo.",0.0,0.0,0.0,0.0,0.0,1.0
"Avstrijski policisti spuščajo naenkrat čez mejo po pet ljudi, ki jih nato evidentirajo. Nobenega kaosa, vse usklajeno.",0.0,0.0,0.0,0.0,0.0,1.0
"Fino vzdušje danes, dež smo pregnali stran in uživamo v muzki na prostem!",0.0,0.0,0.0,0.0,0.0,1.0
"Dokler nebo sončnih elektrarn za pridobivanje vodika, je električni pogon cenejši in zavzame manj prostora v avtu.",0.0,0.0,0.0,0.0,0.0,1.0
Sodobni pralni praški so preagresivni. Od kape do možganovine slej ko prej prodrejo in delajo nepopravljivo škodo.,0.0,0.0,0.0,0.0,0.0,1.0
